All the power of his wits have given way to his impatience.;All his wits have given way to his impatience.
And then he offered it the third time.;He offered it the third time.
An please your Majesty, let his neck answer for it, if there is any martial law in the world.;If you want to please your Majesty, let his neck answer for it, if there is any martial law in the world.
A beast, no more.;A beast, no more.
And be assured you’ll find a difference, As we his subjects have in wonder found, Between the promise of his greener days And these he masters now.;You will find a difference, as we have found in wonder, between the promises of his greener days and these he masters now.
And he that will not follow Bourbon now, Let him go hence, and with his cap in hand Like a base pander hold the chamber door, Whilst by a slave, no gentler than my dog, His fairest daughter is contaminate.;He will not follow Bourbon now, let him go, and with his cap in hand, like a base pander, hold the chamber door, while by a slave, no gentler than my dog, his fairest daughter is
And now forward with thy tale.;Now you will be able to tell your story.
An apple, cleft in two, is not more twin Than these two creatures.;An apple, cleft in two, is not more twin than these two creatures.
Ah, Luciana, did he tempt thee so?;Oh Luciana, did he tempt you?
And what confederacy have you with the traitors Late footed in the kingdom?;What confederacy have you had with the traitors who have been late in the kingdom?
Alas, sir, be patient.;Be patient.
And therefore is winged Cupid painted blind.;It is a blind, a blind Cupid.
And even now, but now, This house, these servants, and this same myself Are yours, my lord’s.;And now, this house, these servants, and this same myself are yours, my lord.
And another storm brewing, I hear it sing i' th' wind.;I hear another storm brewing, and hear it sing i' th' wind.
All that I will tell you is that the duke hath dined.;I will tell you that the duke has eaten.
And cross-gartered?;And cross-gartered?
An inviting eye, and yet methinks right modest.;It is a welcoming eye, but I think it is right modest.
And yet no further than a wanton’s bird, That lets it hop a little from his hand Like a poor prisoner in his twisted gyves, And with a silken thread plucks it back again, So loving-jealous of his liberty.;He lets it hop a little from his hand like a poor prisoner in his twisted gyves, and with a silken thread he swoops back again, so loving-jealous
And all the faith, the virtue of my heart, The object and the pleasure of mine eye, Is only Helena.;All the faith, the virtue of my heart, the object and the pleasure of my eye, is Helena.
And I’ll still stay, to have thee still forget, Forgetting any other home but this.;I will stay, to have you forget, forge any other home but this.
A coward, a most devout coward, religious in it.;A coward, a most devout coward, religious in it.
All things are ready if our minds be so.;Everything is ready if we are so.
And maidens call it “love-in-idleness.” Fetch me that flower.;I love it.
And he that hath commanded is our king.;He who has commanded is our king.
Adieu!;Adieu!
And look to have it yielded with all kindness.;Look for it to be done with kindness.
And a chain, that you once wore, about his neck.;A chain, that you once wore, about his neck.
And then the boy, his clerk, That took some pains in writing, he begged mine.;The boy, his clerk, took some pains in writing, he begged mine.
A trusty villain, sir, that very oft, When I am dull with care and melancholy, Lightens my humor with his merry jests.;A trusty villain, sir, that often, when I am dull with care and melancholy, lightens my humor with his merry jests.
And to that end, sir, I will welcome you.;To that end, sir, I will welcome you.
Antony will use his affection where it is.;Antony will use his affection wherever he is.
And so, good Capulet—which name I tender As dearly as my own—be satisfied.;Good Capulet, which is the name I tender as dearly as my own, will be satisfied.
Ah, my tender babes, My unblown flowers, new-appearing sweets, If yet your gentle souls fly in the air And be not fixed in doom perpetual, Hover about me with your airy wings And hear your mother’s lamentation.;Oh, my tender babes, my unblown flowers, my sweets, if your gentle souls fly in the air and are not fixed in a perpetual sting, you can hover over me with your airy wings
And so swear I.;I swear.
And though I make this marriage for my peace, I’ th’ East my pleasure lies.;I am happy to have this marriage for my peace.
A dollar.;A dollar.
And let my liver rather heat with wine Than my heart cool with mortifying groans.;Let my liver heat with wine than my heart cool with mortifying groans.
And you shall be satisfied.;You will be satisfied.
Ah, women, women!;Oh, women, women!
Advise your fellows so.;Do not ask your fellows to do so.
Angels are bright still, though the brightest fell.;Angels are still bright, though the brightest fell.
Am I not an inch of fortune better than she?;Am I not a little better than she?
A good sharp fellow.;A good sharp fellow.
A man, sir.;A man, sir.
A good swift simile, but something currish.;A good swift simile, but something currish.
A very handsome man.;He is a handsome man.
And is not the grease of a mutton as wholesome as the sweat of a man?;Isn’t the grease of a mutton as healthy as the sweat of a man?
And here’s another, whose warped looks proclaim What store her heart is made on.;Here’s another, who has a slammed look proclaiming what she is making on her heart.
About a hoop of gold, a paltry ring That she did give me, whose posy was For all the world like cutler’s poetry Upon a knife, “Love me and leave me not.” What talk you of the posy or the value?;What about a ring of gold, a ring that she gave me, whose posy was for all the world like a cutler’s poetry Upon a knife, “Love me and leave me not
And what other oath Than honesty to honesty engaged, That this shall be, or we will fall for it?;What other oath than honesty to honesty engaged, that this will be, or we will fall for it?
And art thou changed?;You have changed?
And time is at his period.;He is at his time.
And there assume some other horrible form, Which might deprive your sovereignty of reason And draw you into madness?;There is a horrible form that could deprive you of reason and draw you into madness.
An he should, it were an alms to hang him.;He should have been hanged.
A man, as you are.;A man, as you are.
And will you give me leave?;Will you give me permission?
And stay, good Nurse.;Stay, Nurse.
Alas, and woe!;Oh, and we are so sorry.
Are we all ready?;Are we all ready?
A carrion death, within whose empty eye There is a written scroll.;A carrion death, within which empty eye is a scroll.
Amaze the welkin with your broken staves—;Amass the welkin with your broken taves.
And what your Highness suffered under that shape, I beseech you take it for your own fault and not mine, for, had you been as I took you for, I made no offense.;What happened under that shape, I beg you to take it for your fault and not mine, because if you were as I took you, I would have made no offense.
A good soft pillow for that good white head Were better than a churlish turf of France.;A good pillow for that white head was better than a churlish turf of France.
Alas, what is the matter?;What is the matter?
And from thy hated presence part I so.;From your hated presence, I do so.
And now to our French causes.;Now to our French causes.
And you, good yeoman, Whose limbs were made in England, show us here The mettle of your pasture.;You, good yeoman, who had limbs made in England, show us here the mud of your pasture.
And I have heard Apollodorus carried—   What, I pray you?;I have heard Apollodorus carry it, and what, I pray you?
And as with age his body uglier grows, So his mind cankers.;As his body grows uglier, his mind cankers.
An if the wind blow any way from shore, I will not harbor in this town tonight.;If the wind blows from shore, I will not harbor tonight in this town.
And you all know, security Is mortals' chiefest enemy.;You know, security is mortals' chief enemy.
And the business you have broached here cannot be without you, especially that of Cleopatra’s, which wholly depends on your abode.;The business you have done here cannot be without you, especially the business of Cleopatra, which is entirely dependent on your home.
And do still, by these pickers and stealers.;Do it, by these pickers and stealers.
Advise yourself.;Advise yourself.
A sibyl, that had numbered in the world The sun to course two hundred compasses, In her prophetic fury sewed the work.;A sibyl, that had numbered in the world two hundred compasses, sewed the work in her prophetic fury.
And we will hear it.;We will hear it.
An we do not, it is pity of our lives.;If we do not, it is a shame of our lives.
All offices are open, and there is full liberty of feasting from this present hour of five till the bell have told eleven.;All offices are open, and there is a full freedom to feast from this five-hour period until the bell has told eleven.
And that I am he Let me a little show it even in this: That I was constant Cimber should be banished, And constant do remain to keep him so.;I am he, let me show it a little even in this case: I was constant Cimber, and I should be banished.
Amen to that, sweet powers!;Amen to that, sweet powers!
And say besides that in Aleppo once, Where a malignant and a turbaned Turk Beat a Venetian and traduced the state, I took by the throat the circumcisèd dog, And smote him, thus.;I took the circumcisèd dog by the throat and smoted him.
And what hope is that, I pray thee?;What is that hope, I pray you?
A plague upon this howling!;This is a plague!
And I, my lord.;I, my lord.
All other devils that suggest by treasons Do botch and bungle up damnation With patches, colors, and with forms being fetched From glist'ring semblances of piety.;All other devils that suggest by treason do not go to hell and smuggle up damnation with patches, colors, and forms being etched from glist'ring semblances of p
And yet it is danger To make him even o'er the time he has lost.;It is dangerous to make him even more o'clock than he has lost.
Are you a suitor to the maid you talk of, yea or no?;Are you a suitor to the woman you talk about, yea or no?
All’s cheerless, dark, and deadly.;All are cheerless, dark, and deadly.
A poor unfortunate beggar.;A poor unfortunate beggar.
And their tongues rot That speak against us!;They rot and speak against us.
And be not jealous on me, gentle Brutus.;Be careful, gentle Brutus.
And this.;That is the case.
And die in music.;And die in music.
And a goose for his discretion.;He is a goose for his discretion.
And so good morrow to you every one.;Good morning to you every one.
Alack, poor gentleman!;Poor gentleman.
Alas, poor hurt fowl, now will he creep into sedges.;Poor fowl, he will now creep into sedges.
All men’s faces are true, whatsome’er their hands are.;All men’s faces are true, what they are.
And I another So weary with disasters, tugged with fortune, That I would set my life on any chance, To mend it or be rid on ’t.;I was so weary with disasters, tugging with fortune, that I would set my life on any chance, to stop it or be riddled on a whim.
An I were so apt to quarrel as thou art, any man should buy the fee simple of my life for an hour and a quarter.;If I were so apt to fight as you would, anyone should buy the fee simple of my life for an hour and a half.
Are they returned?;Are they back?
Are there no stones in heaven But what serve for the thunder?—Precious villain!;Are there no stones in heaven, but what serves for the thunder?
Are you there, wife?;Are you there, wife?
An if I could, what should I get therefore?;If I could, what should I get?
And what have I to give you back whose worth May counterpoise this rich and precious gift?;What do I give you back, who may be able to counterpoise this rich and precious gift?
All with me’s meet that I can fashion fit.;I can make it fit.
A pound of man’s flesh taken from a man Is not so estimable, profitable neither, As flesh of muttons, beefs, or goats.;A pound of man’s flesh taken from a man is not so worthless, profitable, as meat of muttons, beefs, or goats.
And, as he fell, did Romeo turn and fly.;As he fell, Romeo sat down and flies.
All’s hushed as midnight yet.;All is still hushed as midnight.
And I, delivering you, am satisfied, And therein do account myself well paid.;I am satisfied with you, and I have paid for it.
And in good time, Here comes Sir Richard Ratcliffe and the duke.;In good time, here comes Sir Richard Ratcliffe and the duke.
A gallant curtal-axe upon my thigh, A boar-spear in my hand, and in my heart Lie there what hidden woman’s fear there will, We’ll have a swashing and a martial outside— As many other mannish cowards have That do outface it with their semblances.;I will have a swashing and a martial outside of my thigh, a boar-spear in my hand, and in my heart Lie there what hidden woman’s fear will be.
And if your love Can labor ought in sad invention, Hang her an epitaph upon her tomb And sing it to her bones.;If your love can labor in a sad invention, hang her an epitaph on her tomb and sing it to her bones.
An if I be, sir, is it any offense?;If I am, sir, is it a crime?
An old Italian fox is not so kind, my boy.;An old Italian fox is not so kind, my boy.
And what noise is this?;What is this noise?
And only in that safety died her brothers.;Only in that safety she died her brothers.
And, moreover, God saw him when he was hid in the garden.;God saw him when he was hid in the garden.
Are they not now upon the western shore, Safe-conducting the rebels from their ships?;Aren’t they now on the western shore, allowing the rebels to take their ships off?
Are you a comedian?;Are you a comedian?
And in good time here the lieutenant comes.— Master Lieutenant, pray you, by your leave, How doth the prince and my young son of York?;In good time, the lieutenant comes here.
And that were enough to hang us all.;That was enough to hang us all.
Alas, he is too young.;He is too young.
And, hark!;Oh, hark!
All for your delight We are not here.;We are not here for your pleasure.
Approach.;Approach.
And his unbookish jealousy must construe Poor Cassio’s smiles, gestures, and light behavior Quite in the wrong.—How do you now, lieutenant?;He must be jealous of Cassio’s smiles, gestures, and light behavior.
Ah, how much might the man deserve of me that would right her!;How much would the man deserve from me that would right her?
A thousand thanks, Signior Gremio.;A thousand thanks, Signior Gremio.
About the ninth hour, lady.;About the ninth hour, lady.
Alack, alack the day!;Oh, hell, hell, hell.
Are you not Kent?;Are you not Kent?
Alack the day!;You have to be prepared for the day!
Are you not good?;Are you not good?
All hail, great master!;All hail, great master!
And thought they Margaret was Hero?;They thought Margaret was Hero?
And she is exceeding wise.;She is exceedingly sceptical.
A bitter fool.;A bitter fool.
And why, my Lady Wisdom?;Why, my Lady Wisdom?
And why should Caesar be a tyrant then?;Why should Caesar be a tyrant?
Alas, poor Harry of England!;Poor Harry of England!
And there the snake throws her enameled skin, Weed wide enough to wrap a fairy in.;There the snake throws her enameled skin, weed enough wide to wrap a fairy in.
An’t please your Majesty, ’tis the gage of one that I should fight withal, if he be alive.;If you are not please, it is the gage of one that I should fight with, if he is alive.
Ah, Tranio, what a cruel father’s he!;Oh Tranio, what a cruel father he is!
And since the quarrel Will bear no color for the thing he is, Fashion it thus: that what he is, augmented, Would run to these and these extremities.;Since the dispute will not bear color for what he is, you should be able to do so by saying that what he is is, augmented, would run to these and these extremities.
And I do think—or else this brain of mine Hunts not the trail of policy so sure As it hath used to do—that I have found The very cause of Hamlet’s lunacy.;I think that this brain of mine is not the trail of policy so sure it is as good as it used to be.
An please your Worship, Brakenbury, You may partake of anything we say.;If you are a good man, Brakenbury, you may be able to take part in anything we say.
And so am I revenged.—That would be scanned.;I would be sane.
And as I say, retire with me to my lodging, from whence I will fitly bring you to hear my lord speak.;As I said, retire with me to my lodging, from where I will bring you to hear my lord speak.
And did they bid you tell her of it, madam?;Did they ask you to tell her about it, madam?
And now about the cauldron sing, Like elves and fairies in a ring, Enchanting all that you put in.;Now about the cauldron sing like elves and fairies in a ring, enchanting all that you put in.
Am I not stayed for?;Am I not staying for?
And when your honors mean to solemnize The bargain of your faith, I do beseech you Even at that time I may be married too.;When you honor your faith, I will be glad you are married.
And he’s gone.;He is gone.
And unrespective boys.;And unrespective boys.
All which we pine for now.;All that we pine for now.
Alive in triumph—and Mercutio slain!;You are alive in triumph—and Mercutio is killed!
And you too, gentle Hero?;You, gentle Hero?
An Englishman?;An Englishman?
Accursed, unhappy, wretched, hateful day!;A happy, unhappy, wretched, hateful day!
A thousand thousand!;A thousand thousand!
And how you may be converted I know not, but methinks you look with your eyes as other women do.;I know you may be converted, but I think you look with your eyes as you do with other women.
And for my love I pray you wrong me not.;For my love, I pray you don’t know what I am doing.
An there be any matter of weight chances, call up me.;If there is any matter of weight chances, call me.
And the rarest that e'er came there.;The rarest thing that e'er came there.
A merry whoreson, ha!;A merry whoreson, ha!
And weep ye now, seeing she is advanced Above the clouds, as high as heaven itself?;Now, weep, seeing she is up above the clouds, as high as heaven itself?
And yet for aught I see, they are as sick that surfeit with too much as they that starve with nothing.;I see that they are as sick as they are that they are that they are too sick to surf with too much as they are that they are not hungry with nothing.
Alack, sir, I am sand-blind.;I am sandblind.
And is it not well served into a sweet goose?;Is it not a sweet goose?
An interlude!;An interlude!
Alas, he is betrayed and I undone.;He is betrayed and I am retorning.
And if you wrong us, shall we not revenge?;If you wrongly do, will we not be revenge?
A commodity in question, I warrant you.—Come, we’ll obey you.;You are a commodity, I warrant you.
And look, where Publius is come to fetch me.;Look, where Publius is coming to fetch me.
And thus it may be.;It may be.
And O you mortal engines, whose rude throats The immortal Jove’s dead clamors counterfeit, Farewell!;O you mortal engines, who are whose rude throats are counterfeited by the immortal Jove’s dead, please, thank you!
Are those my tents where I perceive the fire?;Are those my tents where I see the fire?
All is confirmed, my lord, which was reported.;All is confirmed, my lord.
A hundred marks, my Kate does put her down.;A hundred marks, my Kate puts her down.
Are his wits safe?;Are his wits safe?
Alexas!;Alexas!
And I am Brutus, Marcus Brutus, I!;I am Brutus, Marcus Brutus, I!
And must they all be hanged that swear and lie?;Do they all have to be hanged that swear and lie?
Age, thou art shamed!;Age, you are shamed!
And he is a very paramour for a sweet voice.;He is a paramour for a sweet voice.
And in good time here comes the sweating lord.;In good time, here comes the sweating lord.
And true she is, as she hath proved herself.;She is true, as she has proved herself.
A lord to a lord, a man to a man, stuffed with all honorable virtues.;A lord to a lord, a man to a man, stuffed with all honorable virtues.
And for his dreams, I wonder he’s so simple To trust the mock'ry of unquiet slumbers.;I wonder if he is so simple to trust the mockery of unquiet slumbers.
And may not young men die as well as old?;Can young men not die as well as old?
And that same vengeance doth He hurl on thee For false forswearing and for murder too.;He hurls on you for false forswearing and for murder.
And my help.;I will help you.
Alack, ’tis he.;He is a good man.
And I, most jocund, apt, and willingly, To do you rest, a thousand deaths would die.;I would kill a thousand people if I did not do it.
And have you mercy too!;Have mercy too!
A daughter?;A daughter?
And false.;I am false.
And they have conspired together.;They have conspired together.
Amen, amen.;Amen, amen.
And what of him, Tranio?;What about him, Tranio?
And leave us, Publius, lest that the people, Rushing on us, should do your age some mischief.;Leave us, Publius, so that the people who rushe on us will do some mischief.
A very forward March-chick!;A very forward March-chick!
